,IPO_DATE,DELIST_DATE
300525.SZ,2016-07-26,1899-12-30
300526.SZ,2016-08-02,1899-12-30
300527.SZ,2016-08-05,1899-12-30
300528.SZ,2016-08-08,1899-12-30
300529.SZ,2016-08-02,1899-12-30
300530.SZ,2016-08-09,1899-12-30
300531.SZ,2016-08-09,1899-12-30
300532.SZ,2016-08-18,1899-12-30
300533.SZ,2016-08-18,1899-12-30
300534.SZ,2016-09-13,1899-12-30
300535.SZ,2016-08-12,1899-12-30
300536.SZ,2016-09-20,1899-12-30
300537.SZ,2016-08-30,1899-12-30
300538.SZ,2016-08-26,1899-12-30
300539.SZ,2016-08-30,1899-12-30
300540.SZ,2016-08-23,1899-12-30
300541.SZ,2016-09-13,1899-12-30
300542.SZ,2016-09-20,1899-12-30
300543.SZ,2016-09-08,1899-12-30
300545.SZ,2016-09-28,1899-12-30
300546.SZ,2016-09-28,1899-12-30
300547.SZ,2016-09-30,1899-12-30
300548.SZ,2016-10-12,1899-12-30
300549.SZ,2016-09-30,1899-12-30
300550.SZ,2016-10-18,1899-12-30
300551.SZ,2016-10-18,1899-12-30
300552.SZ,2016-10-21,1899-12-30
300553.SZ,2016-10-21,1899-12-30
300554.SZ,2017-04-21,1899-12-30
300555.SZ,2016-10-18,1899-12-30
300556.SZ,2016-11-04,1899-12-30
300557.SZ,2016-11-01,1899-12-30
300558.SZ,2016-11-07,1899-12-30
300559.SZ,2016-11-01,1899-12-30
300560.SZ,2016-11-01,1899-12-30
300561.SZ,2016-11-17,1899-12-30
300562.SZ,2016-11-16,1899-12-30
300563.SZ,2016-11-14,1899-12-30
300564.SZ,2019-11-08,1899-12-30
300565.SZ,2016-11-22,1899-12-30
300566.SZ,2016-11-15,1899-12-30
300567.SZ,2016-11-22,1899-12-30
300568.SZ,2016-12-01,1899-12-30
300569.SZ,2016-11-25,1899-12-30
300570.SZ,2016-12-06,1899-12-30
300571.SZ,2016-12-13,1899-12-30
300572.SZ,2016-12-06,1899-12-30
300573.SZ,2016-12-08,1899-12-30
300575.SZ,2016-12-20,1899-12-30
300576.SZ,2016-12-20,1899-12-30
300577.SZ,2016-12-21,1899-12-30
300578.SZ,2017-01-25,1899-12-30
300579.SZ,2016-12-23,1899-12-30
300580.SZ,2017-01-11,1899-12-30
300581.SZ,2016-12-20,1899-12-30
300582.SZ,2016-12-28,1899-12-30
300583.SZ,2017-01-06,1899-12-30
300584.SZ,2017-01-12,1899-12-30
300585.SZ,2016-12-29,1899-12-30
300586.SZ,2017-01-04,1899-12-30
300587.SZ,2017-01-05,1899-12-30
300588.SZ,2017-01-05,1899-12-30
300589.SZ,2017-01-13,1899-12-30
300590.SZ,2017-01-11,1899-12-30
300591.SZ,2017-01-10,1899-12-30
300592.SZ,2017-01-20,1899-12-30
300593.SZ,2017-01-13,1899-12-30
300594.SZ,2019-06-21,1899-12-30
300595.SZ,2017-01-17,1899-12-30
300596.SZ,2017-01-19,1899-12-30
300597.SZ,2017-01-23,1899-12-30
300598.SZ,2017-01-20,1899-12-30
300599.SZ,2017-01-23,1899-12-30
300600.SZ,2017-01-25,1899-12-30
300601.SZ,2017-02-07,1899-12-30
300602.SZ,2017-01-26,1899-12-30
300603.SZ,2017-01-26,1899-12-30
300604.SZ,2017-04-17,1899-12-30
300605.SZ,2017-02-08,1899-12-30
300606.SZ,2017-02-08,1899-12-30
300607.SZ,2017-02-09,1899-12-30
300608.SZ,2017-02-13,1899-12-30
300609.SZ,2017-02-15,1899-12-30
300610.SZ,2017-02-13,1899-12-30
300611.SZ,2017-02-20,1899-12-30
300612.SZ,2017-02-15,1899-12-30
300613.SZ,2017-02-20,1899-12-30
300615.SZ,2017-02-15,1899-12-30
300616.SZ,2017-03-07,1899-12-30
300617.SZ,2017-02-28,1899-12-30
300618.SZ,2017-03-06,1899-12-30
300619.SZ,2017-03-01,1899-12-30
300620.SZ,2017-03-10,1899-12-30
300621.SZ,2017-03-16,1899-12-30
300622.SZ,2017-03-15,1899-12-30
300623.SZ,2017-03-14,1899-12-30
300624.SZ,2018-01-18,1899-12-30
300625.SZ,2017-03-17,1899-12-30
300626.SZ,2017-03-20,1899-12-30
300627.SZ,2017-03-21,1899-12-30
300628.SZ,2017-03-17,1899-12-30
300629.SZ,2017-03-24,1899-12-30
300630.SZ,2017-03-28,1899-12-30
300631.SZ,2017-03-23,1899-12-30
300632.SZ,2017-04-06,1899-12-30
300633.SZ,2017-04-06,1899-12-30
300634.SZ,2018-03-23,1899-12-30
300635.SZ,2017-03-31,1899-12-30
300636.SZ,2017-03-31,1899-12-30
300637.SZ,2017-04-12,1899-12-30
300638.SZ,2017-04-13,1899-12-30
300639.SZ,2017-04-12,1899-12-30
300640.SZ,2017-04-17,1899-12-30
300641.SZ,2017-04-18,1899-12-30
300642.SZ,2017-04-21,1899-12-30
300643.SZ,2017-05-05,1899-12-30
300644.SZ,2018-02-06,1899-12-30
300645.SZ,2017-04-21,1899-12-30
300647.SZ,2017-05-03,1899-12-30
300648.SZ,2017-04-25,1899-12-30
300649.SZ,2017-05-05,1899-12-30
300650.SZ,2017-05-03,1899-12-30
300651.SZ,2017-05-09,1899-12-30
300652.SZ,2017-05-16,1899-12-30
300653.SZ,2017-05-16,1899-12-30
300654.SZ,2017-09-26,1899-12-30
300655.SZ,2017-05-23,1899-12-30
300656.SZ,2017-05-19,1899-12-30
300657.SZ,2017-05-23,1899-12-30
300658.SZ,2017-06-02,1899-12-30
300659.SZ,2017-05-26,1899-12-30
300660.SZ,2017-06-02,1899-12-30
300661.SZ,2017-06-06,1899-12-30
300662.SZ,2017-06-08,1899-12-30
300663.SZ,2017-06-08,1899-12-30
300664.SZ,2018-01-05,1899-12-30
300665.SZ,2017-06-13,1899-12-30
300666.SZ,2017-06-15,1899-12-30
300667.SZ,2017-06-19,1899-12-30
300668.SZ,2017-06-19,1899-12-30
300669.SZ,2017-06-29,1899-12-30
300670.SZ,2017-07-03,1899-12-30
300671.SZ,2017-07-05,1899-12-30
300672.SZ,2017-07-12,1899-12-30
300673.SZ,2017-07-11,1899-12-30
300674.SZ,2018-11-07,1899-12-30
300675.SZ,2017-07-19,1899-12-30
300676.SZ,2017-07-14,1899-12-30
300677.SZ,2017-07-21,1899-12-30
300678.SZ,2017-07-28,1899-12-30
300679.SZ,2017-07-31,1899-12-30
300680.SZ,2017-07-25,1899-12-30
300681.SZ,2017-07-25,1899-12-30
300682.SZ,2017-08-01,1899-12-30
300683.SZ,2017-08-08,1899-12-30
300684.SZ,2017-12-27,1899-12-30
300685.SZ,2017-08-02,1899-12-30
300686.SZ,2017-08-04,1899-12-30
300687.SZ,2017-08-03,1899-12-30
300688.SZ,2017-08-10,1899-12-30
300689.SZ,2017-08-09,1899-12-30
300690.SZ,2017-08-08,1899-12-30
300691.SZ,2017-08-11,1899-12-30
300692.SZ,2017-08-21,1899-12-30
300693.SZ,2017-08-22,1899-12-30
300694.SZ,2018-10-15,1899-12-30
300695.SZ,2017-09-08,1899-12-30
300696.SZ,2017-08-22,1899-12-30
300697.SZ,2017-09-07,1899-12-30
300698.SZ,2017-08-31,1899-12-30
300699.SZ,2017-09-01,1899-12-30
300700.SZ,2017-09-12,1899-12-30
300701.SZ,2017-09-15,1899-12-30
300702.SZ,2017-09-19,1899-12-30
300703.SZ,2017-09-19,1899-12-30
300705.SZ,2017-10-10,1899-12-30
300706.SZ,2017-09-26,1899-12-30
300707.SZ,2017-10-10,1899-12-30
300708.SZ,2017-10-16,1899-12-30
300709.SZ,2017-10-19,1899-12-30
300710.SZ,2017-10-19,1899-12-30
300711.SZ,2017-11-01,1899-12-30
300712.SZ,2017-10-31,1899-12-30
300713.SZ,2017-11-01,1899-12-30
300715.SZ,2017-10-26,1899-12-30
300716.SZ,2017-11-09,1899-12-30
300717.SZ,2017-11-06,1899-12-30
300718.SZ,2017-11-06,1899-12-30
300719.SZ,2017-11-09,1899-12-30
300720.SZ,2017-11-06,1899-12-30
300721.SZ,2017-11-15,1899-12-30
300722.SZ,2017-11-10,1899-12-30
300723.SZ,2017-11-16,1899-12-30
300724.SZ,2018-08-10,1899-12-30
300725.SZ,2017-11-10,1899-12-30
300726.SZ,2017-11-21,1899-12-30
300727.SZ,2017-11-27,1899-12-30
300729.SZ,2017-12-01,1899-12-30
300730.SZ,2017-12-05,1899-12-30
300731.SZ,2017-12-08,1899-12-30
300732.SZ,2017-12-12,1899-12-30
300733.SZ,2018-01-16,1899-12-30
300735.SZ,2017-12-29,1899-12-30
300736.SZ,2018-01-09,1899-12-30
300737.SZ,2018-01-25,1899-12-30
300738.SZ,2018-01-19,1899-12-30
300739.SZ,2018-02-01,1899-12-30
300740.SZ,2018-02-08,1899-12-30
300741.SZ,2018-03-01,1899-12-30
300742.SZ,2018-05-08,1899-12-30
300743.SZ,2018-04-27,1899-12-30
300745.SZ,2018-05-23,1899-12-30
300746.SZ,2018-05-25,1899-12-30
300747.SZ,2018-06-25,1899-12-30
300748.SZ,2018-09-21,1899-12-30
300749.SZ,2018-09-25,1899-12-30
300750.SZ,2018-06-11,1899-12-30
300751.SZ,2018-11-09,1899-12-30
300752.SZ,2018-11-30,1899-12-30
300753.SZ,2018-12-13,1899-12-30
300755.SZ,2019-01-29,1899-12-30
300756.SZ,2018-12-28,1899-12-30
300757.SZ,2019-01-08,1899-12-30
300758.SZ,2019-02-22,1899-12-30
300759.SZ,2019-01-28,1899-12-30
300760.SZ,2018-10-16,1899-12-30
300761.SZ,2019-02-18,1899-12-30
300762.SZ,2019-03-14,1899-12-30
300763.SZ,2019-03-19,1899-12-30
300765.SZ,2019-03-22,1899-12-30
300766.SZ,2019-03-25,1899-12-30
300767.SZ,2019-03-29,1899-12-30
300768.SZ,2019-04-12,1899-12-30
300769.SZ,2019-04-15,1899-12-30
300770.SZ,2019-04-19,1899-12-30
300771.SZ,2019-04-22,1899-12-30
300772.SZ,2019-04-26,1899-12-30
300773.SZ,2019-04-25,1899-12-30
300775.SZ,2019-05-21,1899-12-30
300776.SZ,2019-05-17,1899-12-30
300777.SZ,2019-05-16,1899-12-30
300778.SZ,2019-05-10,1899-12-30
300779.SZ,2019-05-22,1899-12-30
300780.SZ,2019-05-31,1899-12-30
300781.SZ,2019-06-06,1899-12-30
300782.SZ,2019-06-18,1899-12-30
300783.SZ,2019-07-12,1899-12-30
300785.SZ,2019-07-15,1899-12-30
300786.SZ,2019-07-23,1899-12-30
300787.SZ,2019-08-15,1899-12-30
300788.SZ,2019-07-05,1899-12-30
300789.SZ,2019-08-28,1899-12-30
300790.SZ,2019-09-20,1899-12-30
300791.SZ,2019-09-25,1899-12-30
300792.SZ,2019-09-27,1899-12-30
300793.SZ,2019-10-18,1899-12-30
300795.SZ,2019-10-22,1899-12-30
300796.SZ,2019-11-15,1899-12-30
300797.SZ,2019-11-01,1899-12-30
300798.SZ,2019-11-22,1899-12-30
300799.SZ,2019-10-29,1899-12-30
300800.SZ,2019-11-06,1899-12-30
300801.SZ,2019-11-28,1899-12-30
300802.SZ,2019-11-14,1899-12-30
300803.SZ,2019-11-18,1899-12-30
300805.SZ,2019-11-21,1899-12-30
300806.SZ,2019-11-25,1899-12-30
300807.SZ,2019-12-19,1899-12-30
300808.SZ,2019-11-29,1899-12-30
300809.SZ,2019-12-04,1899-12-30
300810.SZ,2019-12-06,1899-12-30
300811.SZ,2019-12-30,1899-12-30
300812.SZ,2020-01-09,1899-12-30
300813.SZ,2020-01-14,1899-12-30
300815.SZ,2020-01-23,1899-12-30
300816.SZ,2020-02-10,1899-12-30
300817.SZ,2020-02-18,1899-12-30
300818.SZ,2020-02-12,1899-12-30
300819.SZ,2020-03-12,1899-12-30
300820.SZ,2020-02-13,1899-12-30
300821.SZ,2020-03-12,1899-12-30
300822.SZ,2020-03-13,1899-12-30
300823.SZ,2020-03-19,1899-12-30
300824.SZ,2020-06-19,1899-12-30
300825.SZ,2020-03-27,1899-12-30
300826.SZ,2020-04-03,1899-12-30
300827.SZ,2020-04-10,1899-12-30
300828.SZ,2020-04-21,1899-12-30
300829.SZ,2020-04-22,1899-12-30
300830.SZ,2020-05-06,1899-12-30
300831.SZ,2020-05-07,1899-12-30
300832.SZ,2020-05-12,1899-12-30
300833.SZ,2020-05-20,1899-12-30
300835.SZ,2020-05-25,1899-12-30
300836.SZ,2020-05-28,1899-12-30
300837.SZ,2020-06-05,1899-12-30
300838.SZ,2020-06-08,1899-12-30
300839.SZ,2020-06-30,1899-12-30
300840.SZ,2020-07-08,1899-12-30
300841.SZ,2020-06-16,1899-12-30
300842.SZ,2020-06-18,1899-12-30
300843.SZ,2020-07-02,1899-12-30
300845.SZ,2020-07-03,1899-12-30
300846.SZ,2020-07-01,1899-12-30
300847.SZ,2020-07-09,1899-12-30
300848.SZ,2020-07-20,1899-12-30
300849.SZ,2020-07-10,1899-12-30
300850.SZ,2020-07-13,1899-12-30
300851.SZ,2020-07-17,1899-12-30
300852.SZ,2020-07-13,1899-12-30
300853.SZ,2020-07-24,1899-12-30
300855.SZ,2020-07-23,1899-12-30
300856.SZ,2020-07-22,1899-12-30
300857.SZ,2020-07-27,1899-12-30
300858.SZ,2020-07-27,1899-12-30
300859.SZ,2020-08-06,1899-12-30
300860.SZ,2020-08-24,1899-12-30
300861.SZ,2020-08-24,1899-12-30
300862.SZ,2020-08-24,1899-12-30
300863.SZ,2020-08-24,1899-12-30
300864.SZ,2020-08-24,1899-12-30
300865.SZ,2020-08-24,1899-12-30
300866.SZ,2020-08-24,1899-12-30
300867.SZ,2020-08-24,1899-12-30
300868.SZ,2020-08-24,1899-12-30
300869.SZ,2020-08-24,1899-12-30
300870.SZ,2020-08-24,1899-12-30
300871.SZ,2020-08-24,1899-12-30
300872.SZ,2020-08-24,1899-12-30
300873.SZ,2020-08-24,1899-12-30
300875.SZ,2020-08-24,1899-12-30
300876.SZ,2020-08-24,1899-12-30
300877.SZ,2020-08-24,1899-12-30
300878.SZ,2020-08-24,1899-12-30
300879.SZ,2020-09-01,1899-12-30
300880.SZ,2020-09-01,1899-12-30
300881.SZ,2020-09-01,1899-12-30
300882.SZ,2020-09-10,1899-12-30
300883.SZ,2020-09-10,1899-12-30
300884.SZ,2020-11-12,1899-12-30
300885.SZ,2020-09-10,1899-12-30
300886.SZ,2020-09-16,1899-12-30
300887.SZ,2020-09-16,1899-12-30
300888.SZ,2020-09-17,1899-12-30
300889.SZ,2020-09-16,1899-12-30
300890.SZ,2020-09-17,1899-12-30
300891.SZ,2020-09-17,1899-12-30
300892.SZ,2020-09-24,1899-12-30
300893.SZ,2020-09-24,1899-12-30
300894.SZ,2020-12-31,1899-12-30
300895.SZ,2020-09-24,1899-12-30
300896.SZ,2020-09-28,1899-12-30
300897.SZ,2020-09-28,1899-12-30
300898.SZ,2020-10-16,1899-12-30
300899.SZ,2020-10-16,1899-12-30
300900.SZ,2020-10-29,1899-12-30
300901.SZ,2020-10-29,1899-12-30
300902.SZ,2020-10-29,1899-12-30
300903.SZ,2020-11-05,1899-12-30
300905.SZ,2020-11-05,1899-12-30
300906.SZ,2020-11-05,1899-12-30
300907.SZ,2020-11-18,1899-12-30
300908.SZ,2020-11-23,1899-12-30
300909.SZ,2020-11-18,1899-12-30
300910.SZ,2020-11-27,1899-12-30
300911.SZ,2020-12-03,1899-12-30
300912.SZ,2020-12-07,1899-12-30
300913.SZ,2020-12-07,1899-12-30
300915.SZ,2020-12-02,1899-12-30
300916.SZ,2020-12-02,1899-12-30
300917.SZ,2020-12-21,1899-12-30
300918.SZ,2020-12-22,1899-12-30
300919.SZ,2020-12-23,1899-12-30
300920.SZ,2020-12-25,1899-12-30
300921.SZ,2020-12-22,1899-12-30
300922.SZ,2020-12-25,1899-12-30
300923.SZ,2020-12-24,1899-12-30
300925.SZ,2020-12-30,1899-12-30
300999.SZ,2020-10-15,1899-12-30
600000.SH,1999-11-10,1899-12-30
600004.SH,2003-04-28,1899-12-30
600005.SH,1999-08-03,2017-02-14
600006.SH,1999-07-27,1899-12-30
600007.SH,1999-03-12,1899-12-30
600008.SH,2000-04-27,1899-12-30
600009.SH,1998-02-18,1899-12-30
600010.SH,2001-03-09,1899-12-30
600011.SH,2001-12-06,1899-12-30
600012.SH,2003-01-07,1899-12-30
600015.SH,2003-09-12,1899-12-30
600016.SH,2000-12-19,1899-12-30
600017.SH,2006-10-17,1899-12-30
600018.SH,2006-10-26,1899-12-30
600019.SH,2000-12-12,1899-12-30
600020.SH,2003-08-08,1899-12-30
600021.SH,2003-10-29,1899-12-30
600022.SH,2004-06-29,1899-12-30
600023.SH,2013-12-19,1899-12-30
600025.SH,2017-12-15,1899-12-30
600026.SH,2002-05-23,1899-12-30
600027.SH,2005-02-03,1899-12-30
600028.SH,2001-08-08,1899-12-30
600029.SH,2003-07-25,1899-12-30
600030.SH,2003-01-06,1899-12-30
600031.SH,2003-07-03,1899-12-30
600033.SH,2001-02-09,1899-12-30
600035.SH,2004-03-10,1899-12-30
600036.SH,2002-04-09,1899-12-30
600037.SH,2001-02-08,1899-12-30
600038.SH,2000-12-18,1899-12-30
600039.SH,2003-03-25,1899-12-30
600048.SH,2006-07-31,1899-12-30
600050.SH,2002-10-09,1899-12-30
600051.SH,1997-04-10,1899-12-30
600052.SH,1997-04-15,1899-12-30
600053.SH,1997-04-18,1899-12-30
600054.SH,1997-05-06,1899-12-30
600055.SH,1997-05-19,1899-12-30
600056.SH,1997-05-15,1899-12-30
600057.SH,1997-06-04,1899-12-30
600058.SH,1997-05-28,1899-12-30
600059.SH,1997-05-16,1899-12-30
600060.SH,1997-04-22,1899-12-30
600061.SH,1997-05-19,1899-12-30
600062.SH,1997-05-22,1899-12-30
600063.SH,1997-05-28,1899-12-30
600064.SH,1997-05-06,1899-12-30
600066.SH,1997-05-08,1899-12-30
600067.SH,1997-05-08,1899-12-30
600068.SH,1997-05-26,1899-12-30
600069.SH,1997-04-30,2020-08-27
600070.SH,1997-06-04,1899-12-30
600071.SH,1997-05-28,1899-12-30
600072.SH,1997-06-03,1899-12-30
600073.SH,1997-07-04,1899-12-30
600074.SH,1997-06-23,2020-06-02
600075.SH,1997-06-17,1899-12-30
600076.SH,1997-05-26,1899-12-30
600077.SH,1997-05-20,1899-12-30
600078.SH,1997-06-27,1899-12-30
600079.SH,1997-06-06,1899-12-30
600080.SH,1997-06-12,1899-12-30
600081.SH,1997-07-03,1899-12-30
600082.SH,1997-06-20,1899-12-30
600083.SH,1997-06-06,1899-12-30
600084.SH,1997-07-11,1899-12-30
600085.SH,1997-06-25,1899-12-30
600086.SH,1997-06-06,1899-12-30
600088.SH,1997-06-16,1899-12-30
600089.SH,1997-06-18,1899-12-30
600090.SH,1997-06-16,1899-12-30
600091.SH,1997-07-04,1899-12-30
600093.SH,1997-06-26,1899-12-30
600094.SH,1997-07-03,1899-12-30
600095.SH,1997-07-08,1899-12-30
600096.SH,1997-07-09,1899-12-30
600097.SH,1997-06-19,1899-12-30
600098.SH,1997-07-18,1899-12-30
600099.SH,1997-07-04,1899-12-30
600100.SH,1997-06-27,1899-12-30
600101.SH,1997-06-27,1899-12-30
600103.SH,1997-07-03,1899-12-30
600104.SH,1997-11-25,1899-12-30
600105.SH,1997-09-29,1899-12-30
600106.SH,1997-06-18,1899-12-30
600107.SH,1997-11-06,1899-12-30
600108.SH,1997-08-18,1899-12-30
600109.SH,1997-08-07,1899-12-30
600110.SH,1997-10-07,1899-12-30
600111.SH,1997-09-24,1899-12-30
600112.SH,1997-11-27,1899-12-30
600113.SH,1997-10-21,1899-12-30
600114.SH,2004-05-11,1899-12-30
600115.SH,1997-11-05,1899-12-30
600116.SH,1997-08-04,1899-12-30
600117.SH,1997-10-15,1899-12-30
600118.SH,1997-09-08,1899-12-30
600119.SH,1998-01-15,1899-12-30
600120.SH,1997-12-01,1899-12-30
600121.SH,1998-01-07,1899-12-30
600122.SH,1998-04-20,1899-12-30
600123.SH,1998-12-17,1899-12-30
600125.SH,1998-05-11,1899-12-30
600126.SH,1998-03-11,1899-12-30
600127.SH,1998-05-06,1899-12-30
600128.SH,1997-09-01,1899-12-30
600129.SH,1997-11-18,1899-12-30
600130.SH,2000-07-06,1899-12-30
600131.SH,1998-04-02,1899-12-30
600132.SH,1997-10-30,1899-12-30
600133.SH,1998-02-12,1899-12-30
600135.SH,1998-01-22,1899-12-30
600136.SH,1998-03-03,1899-12-30
600137.SH,1998-04-16,1899-12-30
600138.SH,1997-12-03,1899-12-30
600139.SH,1998-02-25,1899-12-30
600141.SH,1999-06-16,1899-12-30
600143.SH,2004-06-23,1899-12-30
600145.SH,1999-09-23,1899-12-30
600146.SH,1999-07-07,1899-12-30
600148.SH,1998-05-20,1899-12-30
600149.SH,1999-10-14,1899-12-30
600150.SH,1998-05-20,1899-12-30
600151.SH,1998-06-05,1899-12-30
600152.SH,1998-06-09,1899-12-30
600153.SH,1998-06-16,1899-12-30
600155.SH,1998-09-18,1899-12-30
600156.SH,1998-05-27,1899-12-30
600157.SH,1998-05-13,1899-12-30
600158.SH,1998-03-27,1899-12-30
600159.SH,1998-05-26,1899-12-30
600160.SH,1998-06-26,1899-12-30
600161.SH,1998-06-16,1899-12-30
600162.SH,1998-06-09,1899-12-30
600163.SH,1998-06-02,1899-12-30
600165.SH,1998-05-29,1899-12-30
600166.SH,1998-06-02,1899-12-30
600167.SH,1999-01-28,1899-12-30
600168.SH,1998-04-27,1899-12-30
600169.SH,1998-09-04,1899-12-30
600170.SH,1998-06-23,1899-12-30
600171.SH,1998-09-24,1899-12-30
600172.SH,1998-11-26,1899-12-30
600173.SH,1999-04-15,1899-12-30
600175.SH,1999-04-08,2020-08-14
600176.SH,1999-04-22,1899-12-30
600177.SH,1998-11-19,1899-12-30
600178.SH,1998-10-14,1899-12-30
600179.SH,1998-11-04,1899-12-30
600180.SH,1998-07-03,1899-12-30
600182.SH,1999-05-07,1899-12-30
600183.SH,1998-10-28,1899-12-30
600184.SH,2003-11-06,1899-12-30
600185.SH,1999-06-11,1899-12-30
600186.SH,1998-08-25,1899-12-30
600187.SH,1998-11-11,1899-12-30
600188.SH,1998-07-01,1899-12-30
600189.SH,1998-10-07,1899-12-30
600190.SH,1999-06-09,1899-12-30
600191.SH,1998-12-10,1899-12-30
600192.SH,1998-12-24,1899-12-30
600193.SH,1999-05-27,1899-12-30
600195.SH,1999-01-07,1899-12-30
600196.SH,1998-08-07,1899-12-30
600197.SH,1999-09-16,1899-12-30
600198.SH,1998-10-21,1899-12-30
600199.SH,1998-08-12,1899-12-30
600200.SH,1999-04-01,1899-12-30
600201.SH,1999-01-15,1899-12-30
600202.SH,1999-06-03,1899-12-30
600203.SH,1999-05-14,1899-12-30
600206.SH,1999-03-19,1899-12-30
600207.SH,1999-07-14,1899-12-30
600208.SH,1999-06-23,1899-12-30
600209.SH,1999-03-25,1899-12-30
600210.SH,1999-08-24,1899-12-30
600211.SH,1999-07-21,1899-12-30
600212.SH,1999-08-17,1899-12-30
600213.SH,1999-08-31,1899-12-30
600215.SH,1999-09-09,1899-12-30
600216.SH,1999-10-21,1899-12-30
600217.SH,1999-12-16,1899-12-30
600218.SH,1998-12-03,1899-12-30
600219.SH,1999-12-23,1899-12-30
600220.SH,1999-09-27,1899-12-30
600221.SH,1999-11-25,1899-12-30
600222.SH,1999-11-05,1899-12-30
600223.SH,2000-01-13,1899-12-30
600225.SH,2000-01-27,1899-12-30
600226.SH,1999-11-16,1899-12-30
600227.SH,2000-02-21,1899-12-30
600228.SH,1999-01-19,1899-12-30
600229.SH,2000-03-09,1899-12-30
600230.SH,2000-04-06,1899-12-30
600231.SH,2000-05-11,1899-12-30
600232.SH,2000-06-02,1899-12-30
600233.SH,2000-06-08,1899-12-30
600234.SH,2000-06-15,1899-12-30
600235.SH,2000-06-15,1899-12-30
600236.SH,2000-03-23,1899-12-30
600237.SH,2000-06-09,1899-12-30
600238.SH,2000-01-20,1899-12-30
600239.SH,1999-12-02,1899-12-30
600240.SH,2000-06-28,2020-02-05
600241.SH,2000-11-28,1899-12-30
600242.SH,2000-12-07,1899-12-30
600243.SH,2000-11-20,1899-12-30
600246.SH,2000-09-22,1899-12-30
600247.SH,2000-11-23,1899-12-30
600248.SH,2000-06-22,1899-12-30
600249.SH,2004-01-30,1899-12-30
600250.SH,2001-03-06,1899-12-30
600251.SH,2003-06-09,1899-12-30
600252.SH,2000-11-30,1899-12-30
600255.SH,2000-11-22,1899-12-30
600256.SH,2000-05-26,1899-12-30
600257.SH,2000-06-12,1899-12-30
600258.SH,2000-06-01,1899-12-30
600259.SH,2000-05-25,1899-12-30
600260.SH,2000-07-06,1899-12-30
600261.SH,2000-07-20,1899-12-30
600262.SH,2000-06-30,1899-12-30
600265.SH,2000-08-25,1899-12-30
600266.SH,1999-02-03,1899-12-30
600267.SH,2000-07-25,1899-12-30
600268.SH,1999-11-18,1899-12-30
600269.SH,2000-05-18,1899-12-30
600270.SH,2000-12-28,2018-12-28
600271.SH,2003-07-11,1899-12-30
600272.SH,2001-02-28,1899-12-30
600273.SH,2003-06-27,1899-12-30
600275.SH,2000-08-10,1899-12-30
600276.SH,2000-10-18,1899-12-30
600277.SH,2000-07-25,1899-12-30
600278.SH,2000-07-12,1899-12-30
600279.SH,2000-07-31,1899-12-30
600280.SH,2000-09-26,1899-12-30
600281.SH,2000-11-09,1899-12-30
600282.SH,2000-09-19,1899-12-30
600283.SH,2000-10-18,1899-12-30
600284.SH,2004-03-16,1899-12-30
600285.SH,2000-10-18,1899-12-30
600287.SH,2000-09-01,1899-12-30
600288.SH,2000-11-29,1899-12-30
600289.SH,2000-07-20,1899-12-30
600290.SH,2000-11-06,1899-12-30
600291.SH,2000-07-31,1899-12-30
600292.SH,2000-11-01,1899-12-30
600293.SH,2000-09-19,1899-12-30
600295.SH,2001-04-26,1899-12-30
600297.SH,2000-11-16,1899-12-30
600298.SH,2000-08-18,1899-12-30
600299.SH,2000-04-20,1899-12-30
600300.SH,2000-06-30,1899-12-30
600301.SH,2000-07-12,1899-12-30
600302.SH,2000-12-13,1899-12-30
600303.SH,2000-12-26,1899-12-30
600305.SH,2001-02-06,1899-12-30
600306.SH,2000-12-26,1899-12-30
600307.SH,2000-12-20,1899-12-30
600308.SH,2000-09-28,1899-12-30
600309.SH,2001-01-05,1899-12-30
600310.SH,2001-02-28,1899-12-30
600311.SH,2001-06-26,1899-12-30
600312.SH,2001-02-21,1899-12-30
600313.SH,2001-01-19,1899-12-30
600315.SH,2001-03-15,1899-12-30
600316.SH,2000-12-15,1899-12-30
600317.SH,2002-01-31,1899-12-30
600318.SH,2000-12-08,1899-12-30
600319.SH,2001-03-26,1899-12-30
600320.SH,2000-12-21,1899-12-30
600321.SH,2001-05-24,1899-12-30
600322.SH,2001-09-10,1899-12-30
600323.SH,2000-12-25,1899-12-30
600325.SH,2004-02-25,1899-12-30
600326.SH,2001-01-16,1899-12-30
600327.SH,2002-06-25,1899-12-30
600328.SH,2000-12-22,1899-12-30
600329.SH,2001-06-06,1899-12-30
600330.SH,2001-01-18,1899-12-30
600331.SH,2001-12-20,1899-12-30
600332.SH,2001-02-06,1899-12-30
600333.SH,2000-12-11,1899-12-30
600335.SH,2001-03-05,1899-12-30
600336.SH,2000-12-29,1899-12-30
600337.SH,2000-11-27,1899-12-30
600338.SH,2000-12-27,1899-12-30
600339.SH,2000-12-25,1899-12-30
600340.SH,2003-12-30,1899-12-30
600343.SH,2003-04-08,1899-12-30
600345.SH,2000-12-22,1899-12-30
600346.SH,2001-08-20,1899-12-30
600348.SH,2003-08-21,1899-12-30
600350.SH,2002-03-18,1899-12-30
600351.SH,2002-09-26,1899-12-30
600352.SH,2003-08-01,1899-12-30
600353.SH,2002-11-20,1899-12-30
600354.SH,2004-01-15,1899-12-30
600355.SH,2002-06-13,1899-12-30
